id;annotation;min;max;length;dir
PRJNA276168:UN65_10890;hypothetical protein;2406691;2406912;222;r
PRJNA276168:UN65_10895;ribonucleoside-diphosphate reductase;2407020;2409431;2412;r
PRJNA276168:UN65_10900;ribonucleoside-diphosphate reductase;2409570;2410547;978;r
PRJNA276168:UN65_10905;hypothetical protein;2410965;2411531;567;r
PRJNA276168:UN65_10910;membrane protein;2411646;2412221;576;f
PRJNA276168:UN65_10915;hypothetical protein;2412261;2412464;204;f
PRJNA276168:UN65_10920;pyridine nucleotide-disulfide oxidoreductase;2412465;2413076;612;f
PRJNA276168:UN65_10925;CMP deaminase;2413118;2413549;432;r
PRJNA276168:UN65_10930;HupE / UreJ protein;2413551;2414144;594;r
PRJNA276168:UN65_10940;universal stress protein UspA;2414704;2415528;825;r
PRJNA276168:UN65_10945;ribosome assembly cofactor RimP [2414805:2415270](+);2415703;2416167;465;f
PRJNA276168:UN65_10950;transcription elongation factor NusA;2416186;2417430;1245;f
PRJNA276168:UN65_10955;translation initiation factor IF-2;2417477;2420356;2880;f
PRJNA276168:UN65_10960;amino acid transporter;2420550;2421959;1410;r
PRJNA276168:UN65_10965;ATP-dependent DNA helicase RuvB;2422049;2423071;1023;f
PRJNA276168:UN65_10970;epoxyqueuosine reductase;2423096;2424028;933;f
PRJNA276168:UN65_10975;malic enzyme;2424098;2426386;2289;f
PRJNA276168:UN65_10980;ATP-dependent DNA helicase RuvA;2426469;2427050;582;f
PRJNA276168:UN65_10985;SprA protein;2427108;2434238;7131;f
PRJNA276168:UN65_10990;glycine cleavage system protein H;2434306;2434686;381;f
PRJNA276168:UN65_11000;deoxyribose-phosphate aldolase;2435101;2435844;744;f
PRJNA276168:UN65_11005;gliding motility protein RemB;2435857;2437947;2091;f
PRJNA276168:UN65_11010;flagellar motor protein MotB;2438163;2440118;1956;r
PRJNA276168:UN65_11015;membrane protein;2440129;2441043;915;r
PRJNA276168:UN65_11020;hypothetical protein;2441098;2449611;8514;r
PRJNA276168:UN65_11025;protoheme IX farnesyltransferase;2449850;2450758;909;f
PRJNA276168:UN65_11030;cytochrome oxidase subunit III;2450758;2451336;579;f
PRJNA276168:UN65_11035;cytochrome oxidase subunit III;2451380;2452357;978;f
PRJNA276168:UN65_11040;cytochrome C oxidase subunit IV;2452374;2452724;351;f
PRJNA276168:UN65_11045;hypothetical protein;2452801;2453478;678;f
PRJNA276168:UN65_11050;photosynthetic protein synthase II;2453499;2454182;684;f
PRJNA276168:UN65_11055;hypothetical protein;2454238;2454777;540;f
PRJNA276168:UN65_11060;hypothetical protein;2454767;2455015;249;f
PRJNA276168:UN65_11065;hypothetical protein;2455047;2456417;1371;r
PRJNA276168:UN65_11070;transporter;2456553;2457980;1428;f
PRJNA276168:UN65_11075;RND transporter;2458049;2459353;1305;f
PRJNA276168:UN65_11080;peptidase M22;2459479;2460141;663;f
PRJNA276168:UN65_11085;mechanosensitive ion channel protein;2460231;2460983;753;r
PRJNA276168:UN65_11090;nitrogen fixation protein NifU;2461416;2462309;894;r
PRJNA276168:UN65_11095;membrane protein;2462502;2463488;987;f
PRJNA276168:UN65_11100;acetyltransferase;2463664;2464176;513;f
PRJNA276168:UN65_11105;glutamate racemase;2464179;2464958;780;r
PRJNA276168:UN65_11110;membrane protein;2465030;2465527;498;r
PRJNA276168:UN65_11115;membrane protein;2465555;2466580;1026;r
PRJNA276168:UN65_11120;membrane protein;2466650;2469382;2733;r
PRJNA276168:UN65_11125;UDP pyrophosphate synthase;2469315;2470055;741;r
PRJNA276168:UN65_11130;inorganic polyphosphate kinase;2470055;2470738;684;r
PRJNA276168:UN65_11135;inorganic polyphosphate kinase;2470866;2471750;885;r
PRJNA276168:UN65_11140;acetoin utilization protein acuB;2471836;2472495;660;r
PRJNA276168:UN65_11145;pyridoxamine 5%27-phosphate oxidase;2472618;2473343;726;f
PRJNA276168:UN65_11150;alpha/beta hydrolase;2473690;2474475;786;f
PRJNA276168:UN65_11155;membrane protein;2474511;2474849;339;f
PRJNA276168:UN65_11160;peptidylprolyl isomerase;2474945;2476273;1329;f
PRJNA276168:UN65_11165;Clp protease;2476536;2477192;657;f
PRJNA276168:UN65_11170;ATPase AAA;2477267;2478496;1230;f
PRJNA276168:UN65_11175;hypothetical protein;2478740;2480251;1512;r
PRJNA276168:UN65_11180;hypothetical protein;2480349;2481143;795;f
PRJNA276168:UN65_11185;membrane protein;2481357;2483984;2628;r
PRJNA276168:UN65_11190;protease IV;2484091;2485860;1770;r
PRJNA276168:UN65_11195;7%2C 8-dihydro-6-hydroxymethylpterin-pyrophosphokinase;2485981;2487117;1137;f
PRJNA276168:UN65_11200;RNA methyltransferase;2487168;2487701;534;r
PRJNA276168:UN65_11210;DNA mismatch repair protein MutS;2488490;2491114;2625;f
PRJNA276168:UN65_11240;transposase;2491974;2492210;237;r
PRJNA276168:UN65_11245;transposase;2492481;2492957;477;r
PRJNA276168:UN65_11265;pantothenate kinase;2493737;2494477;741;f
PRJNA276168:UN65_11270;hypothetical protein;2494462;2495685;1224;f
PRJNA276168:UN65_11275;LPS export ABC transporter periplasmic protein LptC [1032923:1033478](-);2495678;2496232;555;f
PRJNA276168:UN65_11280;hypothetical protein;2496326;2496535;210;f
PRJNA276168:UN65_11285;peptidylprolyl isomerase;2496617;2498707;2091;f
PRJNA276168:UN65_11290;hypothetical protein;2499294;2499629;336;f
PRJNA276168:UN65_11295;hypothetical protein;2499694;2502564;2871;f
PRJNA276168:UN65_11300;hypothetical protein;2502554;2503756;1203;f
PRJNA276168:UN65_11310;hypothetical protein;2505169;2506038;870;f
PRJNA276168:UN65_11315;fructose 1%2C6-bisphosphatase;2507020;2508027;1008;r
PRJNA276168:UN65_11320;peptidase;2508329;2509153;825;f
PRJNA276168:UN65_11325;GNAT family acetyltransferase;2509153;2509635;483;f
PRJNA276168:UN65_11330;aspartate kinase;2509690;2510943;1254;f
PRJNA276168:UN65_11335;hypothetical protein;2511276;2514680;3405;f
PRJNA276168:UN65_11340;glycoside hydrolase [1012342:1016368](+);2515414;2519439;4026;r
PRJNA276168:UN65_11345;hypothetical protein;2519558;2520028;471;f
PRJNA276168:UN65_11350;hypothetical protein;2520302;2521705;1404;f
PRJNA276168:UN65_11355;flavoprotein;2522050;2523264;1215;f
PRJNA276168:UN65_11360;diphosphomevalonate decarboxylase;2523307;2524386;1080;f
PRJNA276168:UN65_11365;mevalonate kinase;2524786;2525724;939;f
PRJNA276168:UN65_11370;ubiquinone biosynthesis protein UbiA;2525791;2526708;918;f
PRJNA276168:UN65_11375;pseudouridylate synthase;2526776;2527642;867;f
PRJNA276168:UN65_11380;AsmA family protein [1001387:1004102](-);2527679;2530393;2715;f
PRJNA276168:UN65_11390;hypothetical protein;2532892;2533389;498;f
PRJNA276168:UN65_11395;transposase;2533349;2533960;612;f
PRJNA276168:UN65_11400;hypothetical protein;2534112;2534600;489;r
PRJNA276168:UN65_11405;peptidase S41;2535411;2537582;2172;r
PRJNA276168:UN65_11410;stationary phase survival protein SurE;2537714;2538487;774;f
PRJNA276168:UN65_11415;hypothetical protein;2538480;2538752;273;f
PRJNA276168:UN65_11420;lipid-A-disaccharide synthase;2538753;2539871;1119;f
PRJNA276168:UN65_11425;hypothetical protein;2539972;2542014;2043;f
PRJNA276168:UN65_11430;thioredoxin;2542019;2542525;507;r
PRJNA276168:UN65_11435;thioredoxin;2542530;2542988;459;r
PRJNA276168:UN65_11440;amino acid transporter;2543038;2544516;1479;r
PRJNA276168:UN65_11445;amino acid transporter;2544532;2546184;1653;r
PRJNA276168:UN65_11450;peptide ABC transporter;2546255;2547787;1533;r
PRJNA276168:UN65_11455;peptidase S9;2547819;2549990;2172;r
PRJNA276168:UN65_11460;hydroxymethylglutaryl-CoA reductase;2550591;2551907;1317;f
PRJNA276168:UN65_11465;GHMP kinase;2551929;2552840;912;f
PRJNA276168:UN65_11470;hypothetical protein;2552835;2553398;564;r
PRJNA276168:UN65_11475;endonuclease;2553472;2554260;789;f
PRJNA276168:UN65_11480;rod shape-determining protein RodA;2554265;2555521;1257;r
PRJNA276168:UN65_11485;penicillin-binding protein;2555521;2557470;1950;r
PRJNA276168:UN65_11490;rod shape-determining protein MreC;2557973;2558803;831;r
PRJNA276168:UN65_11495;rod shape-determining protein MreB;2558853;2559881;1029;r
PRJNA276168:UN65_11500;alkyl hydroperoxide reductase;2560002;2560652;651;r
PRJNA276168:UN65_11510;phosphoribosylaminoimidazolecarboxamide formyltransferase;2562849;2564381;1533;r
PRJNA276168:UN65_11515;ABC transporter permease;2564492;2565748;1257;f
PRJNA276168:UN65_11520;acetyl-coenzyme A carboxylase carboxyl transferase subunit beta;2566049;2566903;855;r
PRJNA276168:UN65_11525;fructose-bisphosphate aldolase;2566970;2568037;1068;r
PRJNA276168:UN65_11530;membrane protein;2568079;2570646;2568;r
PRJNA276168:UN65_11535;RNA methyltransferase;2570676;2571404;729;f
PRJNA276168:UN65_11540;PorT protein;2571401;2572105;705;r
PRJNA276168:UN65_11545;ubiquinone biosynthesis methyltransferase UbiE;2572109;2572840;732;r
PRJNA276168:UN65_11550;inorganic pyrophosphatase;2573277;2573807;531;r
PRJNA276168:UN65_11555;hypothetical protein;2574496;2576997;2502;r
PRJNA276168:UN65_11560;pyruvate dehydrogenase;2577086;2578066;981;r
PRJNA276168:UN65_11565;electron transfer flavoprotein subunit alpha;2578247;2578993;747;f
PRJNA276168:UN65_11570;electron transfer flavoprotein subunit alpha;2579068;2580036;969;f
PRJNA276168:UN65_11575;hypothetical protein;2580143;2580760;618;f
PRJNA276168:UN65_11580;thymidylate synthase;2580798;2581622;825;f
PRJNA276168:UN65_11585;hypothetical protein;2581635;2581961;327;f
PRJNA276168:UN65_11590;diacylglycerol kinase;2581954;2582448;495;f
PRJNA276168:UN65_11595;deoxynucleoside kinase;2582793;2583407;615;r
PRJNA276168:UN65_11600;hypothetical protein;2583407;2584198;792;r
PRJNA276168:UN65_11605;S-adenosylmethionine synthase;2584272;2585546;1275;r
PRJNA276168:UN65_11620;hypothetical protein;2587875;2588597;723;f
PRJNA276168:UN65_11625;hypothetical protein;2588689;2588913;225;f
PRJNA276168:UN65_11630;hypothetical protein;2589186;2590331;1146;f
PRJNA276168:UN65_11635;glycosyl transferase family 2;2590384;2591826;1443;f
PRJNA276168:UN65_11640;hypothetical protein;2591914;2594607;2694;f
PRJNA276168:UN65_11650;hypothetical protein;2596818;2597315;498;f
PRJNA276168:UN65_11655;transposase;2597674;2598186;513;r
PRJNA276168:UN65_11660;hypothetical protein;2598146;2598643;498;r
PRJNA276168:UN65_11665;hypothetical protein;2598642;2598956;315;f
PRJNA276168:UN65_11675;homoserine dehydrogenase;2600272;2602674;2403;f
PRJNA276168:UN65_11680;5-methyltetrahydrofolate--homocysteine methyltransferase;2603004;2603993;990;f
PRJNA276168:UN65_11685;methionine synthase;2603998;2607075;3078;f
PRJNA276168:UN65_11695;lipoprotein precursor [922553:923414](+);2608194;2609054;861;r
PRJNA276168:UN65_11700;polyprenyl synthetase;2609172;2610152;981;f
PRJNA276168:UN65_11710;hypothetical protein;2611287;2611784;498;f
PRJNA276168:UN65_11715;transposase;2611744;2612355;612;f
PRJNA276168:UN65_11720;hypothetical protein;2612593;2613831;1239;f
PRJNA276168:UN65_11725;DNA primase;2613997;2615976;1980;f
PRJNA276168:UN65_11735;LuxR family transcriptional regulator;2617231;2617860;630;r
PRJNA276168:UN65_11740;NAD synthetase;2617958;2618764;807;r
PRJNA276168:UN65_11745;gliding motility protein GldB;2618862;2619827;966;f
PRJNA276168:UN65_11750;gliding motility protein GldC;2619901;2620236;336;f
PRJNA276168:UN65_11755;hypothetical protein;2620280;2620843;564;f
PRJNA276168:UN65_11760;GTP-binding protein;2620976;2621602;627;r
PRJNA276168:UN65_11765;alpha/beta hydrolase;2621639;2622409;771;r
PRJNA276168:UN65_11770;adenylosuccinate synthetase;2622966;2624240;1275;r
PRJNA276168:UN65_11775;Fur family transcriptional regulator;2624260;2624718;459;r
PRJNA276168:UN65_11780;MraZ family transcriptional regulator;2625287;2625760;474;f
PRJNA276168:UN65_11785;16S rRNA methyltransferase;2625747;2626643;897;f
PRJNA276168:UN65_11790;S-adenosyl-methyltransferase;2626679;2627020;342;f
PRJNA276168:UN65_11795;penicillin-binding protein;2627011;2629011;2001;f
PRJNA276168:UN65_11800;UDP-N-acetylmuramoylalanyl-D-glutamate--2%2C 6-diaminopimelate ligase;2629065;2630525;1461;f
PRJNA276168:UN65_11805;phospho-N-acetylmuramoyl-pentapeptide- transferase;2630608;2631837;1230;f
PRJNA276168:UN65_11810;UDP-N-acetylmuramoylalanine--D-glutamate ligase;2631841;2633172;1332;f
PRJNA276168:UN65_11815;cell division protein FtsW;2633226;2634521;1296;f
PRJNA276168:UN65_11820;UDP-diphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase;2634524;2635651;1128;f
PRJNA276168:UN65_11825;UDP-N-acetylmuramate--alanine ligase;2635777;2637117;1341;f
PRJNA276168:UN65_11830;cell division protein FtsQ;2637110;2637832;723;f
PRJNA276168:UN65_11835;cell division protein FtsA;2637839;2639215;1377;f
PRJNA276168:UN65_11840;cell division protein FtsZ;2639263;2641308;2046;f
PRJNA276168:UN65_11845;glutamyl-tRNA amidotransferase;2641460;2641909;450;f
PRJNA276168:UN65_11860;transposase;2642912;2643562;651;f
PRJNA276168:UN65_11865;hypothetical protein;2643938;2644435;498;r
PRJNA276168:UN65_11870;transposase;2644846;2645112;267;f
PRJNA276168:UN65_11875;transposase;2645112;2646026;915;f
PRJNA276168:UN65_11880;hypothetical protein;2645966;2646313;348;r
PRJNA276168:UN65_11885;hypothetical protein;2646356;2646991;636;r
PRJNA276168:UN65_11890;hypothetical protein;2647005;2648639;1635;r
PRJNA276168:UN65_11895;transposase;2648723;2649616;894;r
PRJNA276168:UN65_11900;hypothetical protein;2649653;2649895;243;r
PRJNA276168:UN65_11905;hypothetical protein;2650267;2650755;489;r
PRJNA276168:UN65_11910;hypothetical protein;2650755;2652134;1380;r
PRJNA276168:UN65_11915;hypothetical protein;2652140;2654053;1914;r
PRJNA276168:UN65_11920;hypothetical protein;2654085;2654474;390;r
PRJNA276168:UN65_11925;phage tail protein;2654700;2655086;387;r
PRJNA276168:UN65_11930;RNA polymerase sigma factor rpoD;2655692;2656555;864;r
PRJNA276168:UN65_11935;polynucleotide phosphorylase;2656682;2658850;2169;r
PRJNA276168:UN65_11940;30S ribosomal protein S15;2659007;2659276;270;r
PRJNA276168:UN65_11945;histidine kinase;2659379;2659834;456;r
PRJNA276168:UN65_11950;exosortase;2659908;2660456;549;f
PRJNA276168:UN65_11955;membrane protein;2660431;2660883;453;f
PRJNA276168:UN65_11960;hypothetical protein;2660931;2661335;405;f
PRJNA276168:UN65_11965;TonB-dependent receptor;2661400;2663400;2001;f
PRJNA276168:UN65_11970;metal transporter;2663457;2663795;339;f
PRJNA276168:UN65_11975;hypothetical protein;2663862;2664179;318;f
PRJNA276168:UN65_11980;membrane protein;2664242;2665843;1602;f
PRJNA276168:UN65_11985;carbonic anhydrase;2665850;2666533;684;f
PRJNA276168:UN65_11990;carbonate dehydratase;2666539;2667174;636;f
PRJNA276168:UN65_11995;alkaline phosphatase;2667261;2667938;678;f
PRJNA276168:UN65_12000;hypothetical protein;2667984;2668376;393;f
PRJNA276168:UN65_12005;hypothetical protein;2668438;2670927;2490;f
PRJNA276168:UN65_12010;NADH dehydrogenase;2670939;2672810;1872;f
PRJNA276168:UN65_12015;sulfate transporter;2672834;2674441;1608;f
PRJNA276168:UN65_12020;hypothetical protein;2674431;2675198;768;f
PRJNA276168:UN65_12025;hypothetical protein;2675336;2675518;183;f
PRJNA276168:UN65_12030;hypothetical protein;2675876;2677525;1650;f
PRJNA276168:UN65_12035;hypothetical protein;2677554;2678312;759;f
PRJNA276168:UN65_12040;pyridine nucleotide-disulfide oxidoreductase;2678347;2679603;1257;r
PRJNA276168:UN65_12045;histidine ammonia-lyase;2679710;2681227;1518;f
PRJNA276168:UN65_12050;3-ketoacyl-ACP reductase;2681454;2682185;732;f
PRJNA276168:UN65_12055;beta-ketoacyl synthase;2682204;2683427;1224;f
PRJNA276168:UN65_12060;acyl carrier protein;2683429;2683677;249;f
PRJNA276168:UN65_12065;lipid A biosynthesis acyltransferase;2683684;2684562;879;f
PRJNA276168:UN65_12070;dialkylrecorsinol condensing enzyme DarA;2684573;2685472;900;f
PRJNA276168:UN65_12075;3-oxoacyl-ACP synthase;2685477;2686610;1134;f
PRJNA276168:UN65_12080;FabZ;2686610;2687056;447;f
PRJNA276168:UN65_12085;ABC transporter permease;2687049;2687513;465;f
PRJNA276168:UN65_12090;hypothetical protein;2687516;2687920;405;f
PRJNA276168:UN65_12095;peptidase;2687920;2688915;996;f
PRJNA276168:UN65_12100;multidrug ABC transporter ATPase;2689006;2689674;669;f
PRJNA276168:UN65_12105;ABC transporter;2689667;2690947;1281;f
PRJNA276168:UN65_12110;4-hydroxybenzoyl-CoA thioesterase;2690922;2691371;450;f
PRJNA276168:UN65_12115;beta-ketoacyl synthase;2691373;2692488;1116;f
PRJNA276168:UN65_12120;3-oxoacyl-ACP synthase;2692488;2693105;618;f
PRJNA276168:UN65_12125;acyl carrier protein;2693107;2693364;258;f
PRJNA276168:UN65_12130;beta-ACP synthase;2693446;2694639;1194;f
PRJNA276168:UN65_12135;3-oxoacyl-ACP synthase;2694643;2695704;1062;f
PRJNA276168:UN65_12140;polysaccharide deacetylase;2695698;2696447;750;f
PRJNA276168:UN65_12145;cell envelope biogenesis protein LolA;2696460;2697083;624;f
PRJNA276168:UN65_12150;hypothetical protein;2697064;2697669;606;f
PRJNA276168:UN65_12160;3-hydroxyacyl-ACP dehydratase;2698347;2698718;372;f
PRJNA276168:UN65_12165;hypothetical protein;2698795;2699277;483;f
PRJNA276168:UN65_12170;b-glycosyltransferase;2699279;2700460;1182;f
PRJNA276168:UN65_12180;all-trans-retinol 13%2C14-reductase;2704135;2705655;1521;f
PRJNA276168:UN65_12185;acyl-CoA:6-aminopenicillanic acid acyl-transferase;2705652;2707310;1659;f
PRJNA276168:UN65_12190;phenylacetate--CoA ligase;2707307;2708593;1287;f
PRJNA276168:UN65_12195;short-chain dehydrogenase;2708597;2709409;813;f
PRJNA276168:UN65_12200;thioredoxin;2710293;2710526;234;f
PRJNA276168:UN65_12205;hypothetical protein;2710623;2711363;741;f
PRJNA276168:UN65_12210;hypothetical protein;2711591;2711854;264;f
PRJNA276168:UN65_12215;UDP-N-acetylmuramate--alanine ligase;2711854;2712207;354;f
PRJNA276168:UN65_12220;MarR family transcriptional regulator;2712294;2712896;603;f
PRJNA276168:UN65_12225;hypothetical protein;2713349;2713798;450;r
PRJNA276168:UN65_12230;addiction module protein;2714164;2714436;273;r
PRJNA276168:UN65_12235;hypothetical protein;2714448;2714705;258;r
PRJNA276168:UN65_12240;hypothetical protein;2715209;2715589;381;r
PRJNA276168:UN65_12245;hypothetical protein;2715700;2716287;588;r
PRJNA276168:UN65_12250;hypothetical protein;2716444;2716719;276;r
PRJNA276168:UN65_12255;hypothetical protein;2716905;2717402;498;r
PRJNA276168:UN65_12260;molecular chaperone GroEL;2717695;2719326;1632;r
PRJNA276168:UN65_12265;molecular chaperone GroES;2719410;2719685;276;r
PRJNA276168:UN65_12270;preprotein translocase subunit SecG;2719830;2720192;363;r
PRJNA276168:UN65_12275;hypothetical protein;2720196;2721365;1170;r
PRJNA276168:UN65_12280;lipoprotein;2721369;2721872;504;r
PRJNA276168:UN65_12285;ATPase AAA;2721941;2723200;1260;r
PRJNA276168:UN65_12290;hypothetical protein;2723204;2723575;372;r
PRJNA276168:UN65_12295;%28dimethylallyl%29adenosine tRNA methylthiotransferase;2723587;2725038;1452;r
PRJNA276168:UN65_12300;DNA topoisomerase I;2725285;2727786;2502;f
PRJNA276168:UN65_12305;arginase;2727793;2728938;1146;f
PRJNA276168:UN65_12310;gliding motility protein Gldk;2729045;2730430;1386;f
PRJNA276168:UN65_12315;gliding motility protein GldL;2730493;2731128;636;f
PRJNA276168:UN65_12320;gliding motility protein GldM;2731184;2732713;1530;f
PRJNA276168:UN65_12325;gliding motility protein GldO;2732762;2733757;996;f
PRJNA276168:UN65_12330;FAD-dependent oxidoreductase;2734139;2735194;1056;f
PRJNA276168:UN65_12335;glycosyl transferase;2735219;2736703;1485;f
PRJNA276168:UN65_12340;hypothetical protein;2736703;2738292;1590;f
PRJNA276168:UN65_12345;glucanotransferase [2748002:2748785](-);2738279;2739061;783;f
PRJNA276168:UN65_12350;hypothetical protein;2739063;2741006;1944;f
PRJNA276168:UN65_12355;hypothetical protein;2740954;2742771;1818;f
PRJNA276168:UN65_12360;hypothetical protein;2742839;2744770;1932;f
PRJNA276168:UN65_12365;hypothetical protein;2744861;2745253;393;r
PRJNA276168:UN65_12370;glycosyl transferase family 2;2745322;2747232;1911;f
PRJNA276168:UN65_12375;8-amino-7-oxononanoate synthase;2747293;2748441;1149;r
PRJNA276168:UN65_12380;polysaccharide lyase [2736643:2738017](+);2749048;2750421;1374;r
PRJNA276168:UN65_12385;hypothetical protein;2750838;2751686;849;r
PRJNA276168:UN65_12390;AsnC family transcriptional regulator;2752281;2752751;471;r
PRJNA276168:UN65_12395;succinyldiaminopimelate aminotransferase;2752957;2753775;819;f
PRJNA276168:UN65_12400;hypothetical protein;2753863;2755227;1365;f
PRJNA276168:UN65_12405;3-phosphoglycerate dehydrogenase;2755278;2757170;1893;f
PRJNA276168:UN65_12410;FAD-binding protein;2757237;2760155;2919;f
PRJNA276168:UN65_12415;histidine decarboxylase;2760493;2761611;1119;f
PRJNA276168:UN65_12445;hypothetical protein;2762672;2763079;408;r
PRJNA276168:UN65_12450;hypothetical protein;2763310;2763573;264;r
PRJNA276168:UN65_12455;molecular chaperone DnaJ;2763607;2764053;447;f
PRJNA276168:UN65_12460;alanine dehydrogenase;2764197;2765402;1206;r
PRJNA276168:UN65_12465;penicillin-binding protein;2765621;2766826;1206;f
PRJNA276168:UN65_12485;hypothetical protein;2769596;2771002;1407;r
PRJNA276168:UN65_12495;transposase [2701930:2702929](-);2771983;2772981;999;f
PRJNA276168:UN65_12500;transposase;2773348;2774262;915;r
PRJNA276168:UN65_12505;transposase;2774262;2774528;267;r
PRJNA276168:UN65_12510;3-oxoacyl-ACP synthase;2774692;2775750;1059;r
PRJNA276168:UN65_12515;glycine dehydrogenase;2776792;2779641;2850;r
PRJNA276168:UN65_12520;membrane protein;2779800;2785490;5691;f
PRJNA276168:UN65_12525;penicillin-binding protein;2785756;2788140;2385;f
PRJNA276168:UN65_12530;hypothetical protein;2788133;2788954;822;f
PRJNA276168:UN65_12535;hypothetical protein;2788988;2789884;897;r
PRJNA276168:UN65_12550;NAD-dependent epimerase;2791891;2792802;912;r
PRJNA276168:UN65_12555;membrane protein;2792850;2793230;381;r
PRJNA276168:UN65_12560;hypothetical protein;2793237;2793593;357;r
PRJNA276168:UN65_12565;hypothetical protein;2793580;2794305;726;r
PRJNA276168:UN65_12570;transcriptional regulator;2794363;2794866;504;r
PRJNA276168:UN65_12575;membrane protein;2794941;2795606;666;r
PRJNA276168:UN65_12580;peptidase M3;2795618;2797645;2028;r
PRJNA276168:UN65_12585;N5-carboxyaminoimidazole ribonucleotide mutase;2797877;2798359;483;r
PRJNA276168:UN65_12590;hypothetical protein;2798387;2798962;576;r
PRJNA276168:UN65_12595;hypothetical protein;2798966;2800267;1302;r
PRJNA276168:UN65_12600;phosphoribosylaminoimidazole carboxylase;2800339;2801496;1158;r
PRJNA276168:UN65_12605;hypoxanthine phosphoribosyltransferase;2802198;2802731;534;f
PRJNA276168:UN65_12610;adenylate kinase;2802769;2803341;573;f
PRJNA276168:UN65_12615;hemolysin;2803516;2804748;1233;f
PRJNA276168:UN65_12620;GTPase CgtA;2804814;2805821;1008;f
PRJNA276168:UN65_12625;hypothetical protein;2805853;2807121;1269;f
PRJNA276168:UN65_12630;peptidase M28;2807279;2808736;1458;r
PRJNA276168:UN65_12635;hypothetical protein;2809129;2809800;672;f
PRJNA276168:UN65_12640;hypothetical protein;2809813;2810454;642;f
PRJNA276168:UN65_12645;hypothetical protein;2810475;2810990;516;f
PRJNA276168:UN65_12650;hypothetical protein;2811109;2811897;789;f
PRJNA276168:UN65_12655;coagulation factor 5/8 type domain protein [2663718:2664249](-);2811928;2812458;531;f
PRJNA276168:UN65_12660;peptidase S8 [2654284:2663716](-);2812461;2821892;9432;f
PRJNA276168:UN65_12665;peptidase S46;2822209;2824359;2151;f
PRJNA276168:UN65_12670;hypothetical protein;2824535;2825221;687;f
PRJNA276168:UN65_12675;peptidoglycan synthetase;2825562;2826917;1356;f
PRJNA276168:UN65_12685;siderophore biosynthesis protein IucA [2645860:2647672](+);2828505;2830316;1812;r
PRJNA276168:UN65_12690;siderophore biosynthesis protein;2830509;2831066;558;r
PRJNA276168:UN65_12695;transcriptional regulator;2831117;2833522;2406;r
PRJNA276168:UN65_12705;alcaligin biosynthesis protein;2834632;2835954;1323;r
PRJNA276168:UN65_12710;cytochrome C biogenesis protein CcmH;2835961;2837490;1530;r
PRJNA276168:UN65_12725;peptidase M4;2838728;2839849;1122;r
PRJNA276168:UN65_12730;TonB-dependent receptor;2839910;2842015;2106;r
PRJNA276168:UN65_12735;hypothetical protein;2842170;2842847;678;f
PRJNA276168:UN65_12740;ABC transporter ATP-binding protein;2842848;2843477;630;f
PRJNA276168:UN65_12745;permease;2843474;2844670;1197;f
PRJNA276168:UN65_12750;hypothetical protein;2844663;2845130;468;f
PRJNA276168:UN65_12755;haloacid dehalogenase;2845279;2845968;690;f
PRJNA276168:UN65_12760;hypothetical protein;2845989;2846681;693;f
PRJNA276168:UN65_12765;hypothetical protein;2846827;2847669;843;r
PRJNA276168:UN65_12770;peptidase C1A papain;2847773;2848801;1029;f
PRJNA276168:UN65_12775;ATPase AAA;2848883;2850160;1278;r
PRJNA276168:UN65_12780;membrane protein;2850320;2851090;771;f
PRJNA276168:UN65_12785;RNA methyltransferase;2851137;2851877;741;r
PRJNA276168:UN65_12790;hypothetical protein;2851943;2853418;1476;r
PRJNA276168:UN65_12795;TonB-dependent receptor;2853422;2856634;3213;r
PRJNA276168:UN65_12800;outer membrane protein precursor [2617812:2619459](+);2856717;2858363;1647;r
PRJNA276168:UN65_12805;30S ribosomal protein S12;2858534;2858914;381;f
PRJNA276168:UN65_12810;30S ribosomal protein S7;2859028;2859504;477;f
PRJNA276168:UN65_12815;elongation factor G;2859516;2861660;2145;f
PRJNA276168:UN65_12820;30S ribosomal protein S10;2861672;2861977;306;f
PRJNA276168:UN65_12825;50S ribosomal protein L3;2862094;2862711;618;f
PRJNA276168:UN65_12830;50S ribosomal protein L4;2862711;2863340;630;f
PRJNA276168:UN65_12835;50S ribosomal protein L23;2863347;2863634;288;f
PRJNA276168:UN65_12840;50S ribosomal protein L2;2863645;2864469;825;f
PRJNA276168:UN65_12845;30S ribosomal protein S19;2864476;2864754;279;f
PRJNA276168:UN65_12850;50S ribosomal protein L22;2864763;2865173;411;f
PRJNA276168:UN65_12855;30S ribosomal protein S3;2865179;2865919;741;f
PRJNA276168:UN65_12860;50S ribosomal protein L16;2865938;2866363;426;f
PRJNA276168:UN65_12865;50S ribosomal protein L29;2866376;2866567;192;f
PRJNA276168:UN65_12870;30S ribosomal protein S17;2866586;2866843;258;f
PRJNA276168:UN65_12875;50S ribosomal protein L14;2866846;2867214;369;f
PRJNA276168:UN65_12880;50S ribosomal protein L24;2867226;2867537;312;f
PRJNA276168:UN65_12885;50S ribosomal protein L5;2867540;2868091;552;f
PRJNA276168:UN65_12890;30S ribosomal protein S14;2868095;2868364;270;f
PRJNA276168:UN65_12895;30S ribosomal protein S8;2868445;2868843;399;f
